question,guidance,answer,reporting_unit,confidence_score,difficulty,ticker,year,type,source_pdf,chunk_id
"Based on the text, what dual strategic objectives did ITMG pursue in 2021 by leveraging the recovery of the global energy market?",Find the section that describes ITMG utilizing the momentum from the global energy market recovery. Identify the two main outcomes or goals ITMG aimed to achieve through this leverage.,"In 2021, by leveraging the significant momentum from the strengthening global energy market recovery, ITMG pursued dual strategic objectives: first, to sustain its position as an energy company consistently distributing dividends, and second, to develop a roadmap for its transition to renewable energy, including expanding its portfolio into solar energy, driven by innovation and technology.",N/A,0.96,logical_inference,ITMG,2021,text,ITMG-Annual-Report-2021_marker,ITMG-Annual-Report-2021_marker_chk0001
What specific new energy source did ITMG begin to focus on in 2021 to broaden its energy portfolio?,Locate the sentence that discusses ITMG's efforts to broaden its energy portfolio and identify the initial new energy source mentioned.,"In 2021, ITMG began to broaden its energy portfolio by focusing on the sun.",N/A,0.98,fact_extraction,ITMG,2021,text,ITMG-Annual-Report-2021_marker,ITMG-Annual-Report-2021_marker_chk0002
How did ITMG describe its strategic approach to managing the volatile global energy market and its drive toward sustainability in 2021?,"Synthesize information from the text regarding ITMG's management style, resilience, and its dual focus on market performance and sustainability initiatives.","In 2021, ITMG described its strategic approach as utilizing prudent management and an agile mindset, which enabled it to ride the rising tide and show mettle and resilience through volatility, emerging triumphant with optimum operational performance. Simultaneously, it aimed to adapt to a changing, less carbon-reliant landscape and drive toward sustainability, broadening its energy portfolio starting with the sun, and integrating environmental, social, and governance values.",N/A,0.97,summarization,ITMG,2021,text,ITMG-Annual-Report-2021_marker,ITMG-Annual-Report-2021_marker_chk0002
"In 2021, what underlying global trend, mentioned in the text, influenced ITMG's decision to broaden its energy portfolio beyond its traditional role as a dominant dividend energy player?",Identify the global trend mentioned in the text that suggests a shift in energy reliance and connect it to ITMG's strategic decision to diversify its energy portfolio.,"In 2021, ITMG's decision to broaden its energy portfolio beyond its traditional role was influenced by the underlying global trend of a changing, less carbon-reliant landscape and the overall drive toward sustainability.",N/A,0.96,logical_inference,ITMG,2021,text,ITMG-Annual-Report-2021_marker,ITMG-Annual-Report-2021_marker_chk0002
Berapakah Jumlah Aset PT Redeco Petrolin Utama pada tahun 2021 untuk TPIA?,"Untuk menjawab pertanyaan ini, cari baris yang sesuai dengan ""PT Redeco Petrolin Utama"" dan kolom ""Jumlah Aset"". Nilai yang ditemukan adalah jawabannya.",11.070 RIBUAN USD,RIBUAN USD,0.97,direct_retrieval,TPIA,2021,math,TPIA_2021_FinancialStatement_marker,TPIA_2021_FinancialStatement_marker_chk0002
Berapakah total Jumlah Aset gabungan dari PT Redeco Petrolin Utama dan Chandra Asri Trading Company Pte. Ltd. pada tahun 2021 untuk TPIA?,"Untuk menjawab pertanyaan ini, pertama temukan ""Jumlah Aset"" untuk ""PT Redeco Petrolin Utama"" (11.070 RIBUAN USD). Kedua, temukan ""Jumlah Aset"" untuk ""Chandra Asri Trading Company Pte. Ltd."" (63.706 RIBUAN USD). Ketiga, jumlahkan kedua nilai tersebut.",74.776 RIBUAN USD,RIBUAN USD,0.96,arithmetic_reasoning,TPIA,2021,math,TPIA_2021_FinancialStatement_marker,TPIA_2021_FinancialStatement_marker_chk0002
Bandingkan Jumlah Aset PT Redeco Petrolin Utama dengan PT Chandra Asri Perkasa pada tahun 2021 untuk TPIA. Manakah yang memiliki Jumlah Aset lebih tinggi?,"Untuk menjawab pertanyaan ini, pertama temukan ""Jumlah Aset"" untuk ""PT Redeco Petrolin Utama"" (11.070 RIBUAN USD). Kedua, temukan ""Jumlah Aset"" untuk ""PT Chandra Asri Perkasa"" (355.225 RIBUAN USD). Ketiga, bandingkan kedua nilai tersebut untuk menentukan mana yang lebih tinggi.",PT Chandra Asri Perkasa memiliki Jumlah Aset yang lebih tinggi (355.225 RIBUAN USD) dibandingkan dengan PT Redeco Petrolin Utama (11.070 RIBUAN USD).,RIBUAN USD,0.95,comparative_trend,TPIA,2021,math,TPIA_2021_FinancialStatement_marker,TPIA_2021_FinancialStatement_marker_chk0002
What is the entity identification number for TPIA in 2021?,Locate the row labeled 'Nomor identifikasi entitas' (Entity identification number) in the provided context and extract the corresponding value for TPIA.,AA253,Full Amount,0.98,direct_retrieval,TPIA,2021,math,TPIA_2021_FinancialStatement_marker,TPIA_2021_FinancialStatement_marker_chk0006
Calculate the difference between the subsector code and the main sector code for TPIA in 2021.,"First, locate the 'Sektor' (Sector) code and the 'Subsektor' (Subsector) code for TPIA in the provided context. The sector code is '3' and the subsector code is '34'. Subtract the sector code from the subsector code (34 - 3).",31,Full Amount,0.95,arithmetic_reasoning,TPIA,2021,math,TPIA_2021_FinancialStatement_marker,TPIA_2021_FinancialStatement_marker_chk0006
Did the auditor for TPIA change from the prior year (2020) to the current year (2021)?,Locate the 'Auditor tahun berjalan' (Current year auditor) for 2021 and the 'Auditor tahun sebelumnya' (Prior year auditor) for 2020 in the provided context. Compare these two values to determine if there was a change.,"No, the auditor remained 'Imelda & Rekan' for both 2020 and 2021.",Full Amount,0.97,comparative_trend,TPIA,2021,math,TPIA_2021_FinancialStatement_marker,TPIA_2021_FinancialStatement_marker_chk0006
Berapakah nilai Kas dan setara kas TPIA pada 31 Desember 2021?,"Untuk menemukan nilai Kas dan setara kas TPIA pada 31 Desember 2021, cari baris 'Kas dan setara kas' dan kolom '31 December 2021' dalam tabel aset. Ekstrak nilai yang tertera.","Nilai Kas dan setara kas TPIA pada 31 Desember 2021 adalah 1,579,128.",Full Amount,0.97,direct_retrieval,TPIA,2021,math,TPIA_2021_FinancialStatement_marker,TPIA_2021_FinancialStatement_marker_chk0011
Berapakah selisih antara Jumlah aset lancar TPIA pada 31 Desember 2021 dan 31 Desember 2020?,1. Temukan nilai 'Jumlah aset lancar' untuk 31 Desember 2021. 2. Temukan nilai 'Jumlah aset lancar' untuk 31 Desember 2020. 3. Kurangkan nilai tahun 2020 dari nilai tahun 2021 untuk mendapatkan selisihnya.,"Jumlah aset lancar TPIA pada 31 Desember 2021 adalah 2,926,390. Jumlah aset lancar TPIA pada 31 Desember 2020 adalah 1,502,145. Selisihnya adalah 2,926,390 - 1,502,145 = 1,424,245.",Full Amount,0.96,arithmetic_reasoning,TPIA,2021,math,TPIA_2021_FinancialStatement_marker,TPIA_2021_FinancialStatement_marker_chk0011
Apakah Jumlah ekuitas TPIA meningkat atau menurun pada 31 Desember 2021 dibandingkan dengan 31 Desember 2020?,1. Temukan nilai 'Jumlah ekuitas' untuk 31 Desember 2021. 2. Temukan nilai 'Jumlah ekuitas' untuk 31 Desember 2020. 3. Bandingkan kedua nilai tersebut untuk menentukan apakah terjadi peningkatan atau penurunan.,"Jumlah ekuitas TPIA pada 31 Desember 2021 adalah 2,927,665. Jumlah ekuitas TPIA pada 31 Desember 2020 adalah 1,811,428. Karena 2,927,665 lebih besar dari 1,811,428, Jumlah ekuitas TPIA meningkat pada 31 Desember 2021 dibandingkan dengan 31 Desember 2020.",Full Amount,0.95,comparative_trend,TPIA,2021,math,TPIA_2021_FinancialStatement_marker,TPIA_2021_FinancialStatement_marker_chk0011
What was the value of non-current provisions for TPIA in 2021?,"Locate the line item 'provisions' and identify the value corresponding to the year 2021, which is the first number listed. Confirm its classification as 'Non-current'.","2,795 Full Amount",Full Amount,0.98,direct_retrieval,TPIA,2021,math,TPIA_2021_FinancialStatement_marker,TPIA_2021_FinancialStatement_marker_chk0012
Calculate the change in non-current provisions for TPIA from 2020 to 2021.,"Identify the non-current provisions for TPIA in 2021 (2,795) and the non-current provisions for TPIA in 2020 (2,624). Subtract the 2020 value from the 2021 value to determine the change.",171 Full Amount,Full Amount,0.97,arithmetic_reasoning,TPIA,2021,math,TPIA_2021_FinancialStatement_marker,TPIA_2021_FinancialStatement_marker_chk0012
Did the non-current provisions for TPIA increase or decrease from 2020 to 2021?,"Compare the non-current provisions for TPIA in 2021 (2,795) with the non-current provisions in 2020 (2,624). Determine if the 2021 value is greater than or less than the 2020 value.",The non-current provisions for TPIA increased from 2020 to 2021.,Full Amount,0.96,comparative_trend,TPIA,2021,math,TPIA_2021_FinancialStatement_marker,TPIA_2021_FinancialStatement_marker_chk0012
What is the fax number for TPIA's Head Office in 2021?,Locate the 'Fax' information explicitly stated under the 'Head Office' section in the provided context for 2021.,The fax number for TPIA's Head Office in 2021 is (62-21) 530 8930.,N/A,1.0,fact_extraction,TPIA,2021,text,TPIA-Annual-Report-2021_marker,TPIA-Annual-Report-2021_marker_chk0002
Summarize the complete geographical location details for TPIA's Head Office in 2021.,"Extract all components related to the physical location of the Head Office, including the building name, floor, street address, city, postal code, and country, and combine them into a concise descriptive statement.","In 2021, TPIA's Head Office is geographically located at Wisma Barito Pacific Tower A Lantai 7, Jl. Let. Jend. S. Parman Kav. 62–63 Jakarta, 11410, Indonesia.",N/A,0.98,summarization,TPIA,2021,text,TPIA-Annual-Report-2021_marker,TPIA-Annual-Report-2021_marker_chk0002
"Based on the contact information provided for TPIA's Head Office in 2021, what type of communication is primarily facilitated by the inclusion of 'Jl. Let. Jend. S. Parman Kav. 62–63 Jakarta, 11410, Indonesia'?","Identify the specific piece of information mentioned (the street address, city, postal code, country). Infer the primary purpose or function of providing such a detailed physical address within a company's contact information.","Based on the contact information provided for TPIA's Head Office in 2021, the inclusion of 'Jl. Let. Jend. S. Parman Kav. 62–63 Jakarta, 11410, Indonesia' primarily facilitates physical mail correspondence and in-person visits to the office.",N/A,0.95,logical_inference,TPIA,2021,text,TPIA-Annual-Report-2021_marker,TPIA-Annual-Report-2021_marker_chk0002
What specific Financial Services Authority (OJK) Regulation guided the preparation of TPIA's Annual Report in 2021?,Locate the sentence that specifies the OJK Regulation number and its title related to the Annual Report's preparation.,Laporan Tahunan 2021 TPIA disusun berdasarkan Peraturan Otoritas Jasa Keuangan No. 29/ POJK.04/2016 tentang Laporan Tahunan Emiten atau Perusahaan Publik.,N/A,0.98,fact_extraction,TPIA,2021,text,TPIA-Annual-Report-2021_marker,TPIA-Annual-Report-2021_marker_chk0004
How does TPIA describe the nature and potential outcome of prospective statements included in its 2021 Annual Report?,Identify the section discussing 'pernyataan-pernyataan prospektif' and synthesize the information regarding their basis and the potential for actual developments to differ.,"Pernyataan-pernyataan prospektif dalam Laporan Tahunan 2021 TPIA dibuat berdasarkan berbagai asumsi mengenai kondisi terkini dan kondisi mendatang Perseroan, serta lingkungan bisnis yang terkait. Hal ini dapat mengakibatkan perkembangan aktual secara material berbeda dari yang dilaporkan.",N/A,0.97,summarization,TPIA,2021,text,TPIA-Annual-Report-2021_marker,TPIA-Annual-Report-2021_marker_chk0004
"Based on the context of the 2021 Annual Report, what is the implied reason for TPIA to explicitly state that actual developments may materially differ from prospective statements?",Analyze the distinction made between factual and prospective statements. Connect the statement about prospective statements being based on assumptions and the potential for material differences to the overall 'SANGGAHAN DAN BATASAN TANGGUNG JAWAB' (Disclaimer and Scope of Responsibilities) section. Infer the company's intent behind this disclosure.,"TPIA secara eksplisit menyatakan bahwa perkembangan aktual dapat secara material berbeda dari pernyataan prospektif karena pernyataan tersebut dibuat berdasarkan berbagai asumsi mengenai kondisi terkini dan kondisi mendatang Perseroan, serta lingkungan bisnis yang terkait. Pernyataan ini berfungsi sebagai bagian dari sanggahan dan batasan tanggung jawab, menginformasikan pembaca mengenai sifat asumtif dari proyeksi masa depan dan potensi ketidaksesuaian dengan realitas.",N/A,0.96,logical_inference,TPIA,2021,text,TPIA-Annual-Report-2021_marker,TPIA-Annual-Report-2021_marker_chk0004
Berapakah Jumlah Aset PT Kaltim Prima Coal pada tahun 2021?,Cari baris untuk 'PT Kaltim Prima Coal'. Temukan nilai di kolom 'Jumlah Aset' pada baris tersebut.,1.257.828.074 USD,USD,0.98,direct_retrieval,BUMI,2021,math,BUMI_2021_FinancialStatement_marker,BUMI_2021_FinancialStatement_marker_chk0002
Hitung total Jumlah Aset dari entitas yang bergerak di bidang 'Distributor Batubara' pada tahun 2021.,Identifikasi semua entitas dengan 'Kegiatan Usaha' sebagai 'Distributor Batubara'. Ambil nilai 'Jumlah Aset' untuk setiap entitas tersebut. Jumlahkan semua nilai 'Jumlah Aset' yang ditemukan. Entitas tersebut adalah IndoCoal Resources (Cayman) Ltd. dan IndoCoal KPC Resources (Cayman) Ltd.,250.877.511 USD,USD,0.97,arithmetic_reasoning,BUMI,2021,math,BUMI_2021_FinancialStatement_marker,BUMI_2021_FinancialStatement_marker_chk0002
"Bandingkan Jumlah Aset antara PT Arutmin Indonesia dan PT Kaltim Prima Coal pada tahun 2021, dan sebutkan mana yang lebih tinggi.",Temukan baris untuk 'PT Arutmin Indonesia' dan 'PT Kaltim Prima Coal'. Ambil nilai 'Jumlah Aset' untuk masing-masing. Bandingkan kedua nilai tersebut untuk menentukan mana yang lebih tinggi.,Jumlah Aset PT Arutmin Indonesia (1.426.134.757 USD) lebih tinggi dibandingkan dengan PT Kaltim Prima Coal (1.257.828.074 USD) pada tahun 2021.,USD,0.96,comparative_trend,BUMI,2021,math,BUMI_2021_FinancialStatement_marker,BUMI_2021_FinancialStatement_marker_chk0002
What is the main industry of BUMI in 2021?,"To find the main industry, locate the row labeled ""Industri utama entitas"" (Entity main industry) in the provided financial statement segment for BUMI in 2021 and extract the corresponding value.",Umum / General,Full Amount (USD),0.98,direct_retrieval,BUMI,2021,math,BUMI_2021_FinancialStatement_marker,BUMI_2021_FinancialStatement_marker_chk0006
Calculate the duration in days of BUMI's current reporting period for 2021.,"1. Identify the ""Tanggal awal periode berjalan"" (Current period start date) for 2021, which is January 01, 2021. 2. Identify the ""Tanggal akhir periode berjalan"" (Current period end date) for 2021, which is December 31, 2021. 3. Calculate the number of days between these two dates, inclusive, to determine the duration of the reporting period.",The duration of BUMI's current reporting period for 2021 is 365 days.,Full Amount (USD),0.96,arithmetic_reasoning,BUMI,2021,math,BUMI_2021_FinancialStatement_marker,BUMI_2021_FinancialStatement_marker_chk0006
Was the audit firm for BUMI the same in 2021 as in the prior year 2020?,"1. Locate the ""Auditor tahun berjalan"" (Current year auditor) for BUMI in 2021. 2. Locate the ""Auditor tahun sebelumnya"" (Prior year auditor) for BUMI in 2020. 3. Compare the names of the audit firms to determine if they are identical.","Yes, the audit firm for BUMI was the same in 2021 as in the prior year 2020, which was Amir Abadi Jusuf, Aryanto, Mawar & Rekan.",Full Amount (USD),0.97,comparative_trend,BUMI,2021,math,BUMI_2021_FinancialStatement_marker,BUMI_2021_FinancialStatement_marker_chk0006
Berapakah nilai Kas dan setara kas BUMI pada 31 Desember 2021?,"Untuk menemukan nilai Kas dan setara kas BUMI pada 31 Desember 2021, cari baris 'Kas dan setara kas' dan lihat nilai yang tertera di kolom '31 December 2021'.","220,979,398",Full Amount,0.97,direct_retrieval,BUMI,2021,math,BUMI_2021_FinancialStatement_marker,BUMI_2021_FinancialStatement_marker_chk0011
Berapakah total Utang usaha BUMI pada 31 Desember 2021?,"Untuk menghitung total Utang usaha BUMI pada 31 Desember 2021, temukan nilai 'Utang usaha pihak ketiga' pada 31 Desember 2021 dan 'Utang usaha pihak berelasi' pada 31 Desember 2021. Kemudian, jumlahkan kedua nilai tersebut.","171,075,743",Full Amount,0.96,arithmetic_reasoning,BUMI,2021,math,BUMI_2021_FinancialStatement_marker,BUMI_2021_FinancialStatement_marker_chk0011
Bagaimana tren Jumlah aset BUMI dari 31 Desember 2020 ke 31 Desember 2021?,"Untuk menganalisis tren Jumlah aset BUMI, temukan nilai 'Jumlah aset' pada 31 Desember 2020 dan 31 Desember 2021. Bandingkan kedua nilai tersebut untuk menentukan apakah terjadi peningkatan atau penurunan.","Jumlah aset BUMI meningkat dari 3,428,550,326 pada 31 Desember 2020 menjadi 4,223,787,285 pada 31 Desember 2021.",Full Amount,0.95,comparative_trend,BUMI,2021,math,BUMI_2021_FinancialStatement_marker,BUMI_2021_FinancialStatement_marker_chk0011
What was the Jumlah ekuitas for BUMI in 2021?,"To find the Jumlah ekuitas for BUMI in 2021, locate the row labeled ""Jumlah ekuitas"" (Total equity) in the provided financial segment. The value in the first column corresponds to the year 2021.","646,446,686 Full Amount",Full Amount,0.97,direct_retrieval,BUMI,2021,math,BUMI_2021_FinancialStatement_marker,BUMI_2021_FinancialStatement_marker_chk0012
Calculate the increase in BUMI's Jumlah liabilitas dan ekuitas from the prior year to 2021.,"1. Locate the row labeled ""Jumlah liabilitas dan ekuitas"" (Total liabilities and equity).
2. Identify the value for 2021 (first column): 4,223,787,285.
3. Identify the value for the prior year (second column): 3,428,550,326.
4. Subtract the prior year's value from the 2021 value to find the increase.","The increase in BUMI's Jumlah liabilitas dan ekuitas from the prior year to 2021 is 795,236,959 Full Amount.",Full Amount,0.96,arithmetic_reasoning,BUMI,2021,math,BUMI_2021_FinancialStatement_marker,BUMI_2021_FinancialStatement_marker_chk0012
Did BUMI's Kewajiban imbalan pasca kerja jangka panjang increase or decrease in 2021 compared to the prior year?,"1. Locate the row labeled ""Kewajiban imbalan pasca kerja jangka panjang"" (Long-term benefit obligations).
2. Identify the value for 2021 (first column): 20,594,612.
3. Identify the value for the prior year (second column): 18,913,322.
4. Compare these two values to determine the trend.","BUMI's Kewajiban imbalan pasca kerja jangka panjang increased in 2021 compared to the prior year (20,594,612 in 2021 vs. 18,913,322 in the prior year).",Full Amount,0.95,comparative_trend,BUMI,2021,math,BUMI_2021_FinancialStatement_marker,BUMI_2021_FinancialStatement_marker_chk0012
What was the primary external factor that significantly boosted BUMI's performance recovery in 2021?,Locate the sentence that describes the main external driver for BUMI's performance improvement in 2021.,The primary external factor that significantly boosted BUMI's performance recovery in 2021 was the 'membaiknya kinerja industri batubara sepanjang tahun 2021' (rebounding performance of the coal industry throughout 2021).,N/A,0.98,fact_extraction,BUMI,2021,text,BUMI-Annual-Report-2021_marker,BUMI-Annual-Report-2021_marker_chk0001
"According to the text, how did BUMI manage to achieve its strong rebound and overcome business challenges in 2021?",Identify the part of the text that explains the methods or strategies BUMI employed to achieve its success and overcome challenges in 2021. Synthesize these points into a concise explanation.,"BUMI managed to achieve its strong rebound and overcome business challenges in 2021 through 'pengelolaan bisnis yang efektif dan strategis, serta pemanfaatan sumber daya secara optimal' (effective and strategic business management, and optimal utilization of resources).",N/A,0.97,summarization,BUMI,2021,text,BUMI-Annual-Report-2021_marker,BUMI-Annual-Report-2021_marker_chk0001
"Based on the context, what is the inferred relationship between the coal industry's performance and BUMI's ability to overcome challenges and achieve outstanding results in 2021?",Analyze the text to understand how the coal industry's performance is linked to BUMI's recovery. Connect the statement about the coal industry's rebound with BUMI's success in overcoming previous pressures and achieving strong performance. The inference is about the enabling condition.,"The text infers that the rebounding performance of the coal industry throughout 2021 was a crucial enabling factor that significantly supported BUMI in overcoming the business challenges it faced, particularly after the pressure during the 2020 pandemic, allowing the company to achieve outstanding results and strengthen its position.",N/A,0.95,logical_inference,BUMI,2021,text,BUMI-Annual-Report-2021_marker,BUMI-Annual-Report-2021_marker_chk0001
What kind of performance did BUMI generate in 2021?,Locate the sentence that describes the performance BUMI was able to generate. Identify the specific adjective used to characterize this performance.,"In 2021, BUMI was able to generate ""an exceptional performance"".",N/A,0.98,fact_extraction,BUMI,2021,text,BUMI-Annual-Report-2021_marker,BUMI-Annual-Report-2021_marker_chk0002
How does BUMI describe the relationship between its success and its business approach in 2021?,Find the statement that connects BUMI's success with its business operations. Synthesize this connection into a concise explanation.,"In 2021, BUMI describes its success as being ""in line with effective and strategic business"".",N/A,0.96,summarization,BUMI,2021,text,BUMI-Annual-Report-2021_marker,BUMI-Annual-Report-2021_marker_chk0002
"Based on the text, what is the implied result of BUMI's ""effective and strategic business"" in 2021?","Identify the phrase ""effective and strategic business"" and then look for the outcomes or achievements directly associated with it in the text. Connect these outcomes to infer the overall result.","Based on the text, the implied result of BUMI's ""effective and strategic business"" in 2021 is that it enabled the company to generate ""an exceptional performance"" and contributed to BUMI ""rebounding stronger"".",N/A,0.95,logical_inference,BUMI,2021,text,BUMI-Annual-Report-2021_marker,BUMI-Annual-Report-2021_marker_chk0002
Berapakah total aset INCO pada tahun 2021?,"Untuk menemukan total aset INCO pada tahun 2021, cari baris 'Jumlah aset' dan kolom '31 December 2021' dalam tabel laporan keuangan.","Total aset INCO pada tahun 2021 adalah 2,472,828.",Full Amount,0.97,direct_retrieval,INCO,2021,math,INCO_2021_FinancialStatement_marker,INCO_2021_FinancialStatement_marker_chk0011
Berapakah jumlah liabilitas dan ekuitas INCO pada tahun 2021?,"Untuk menghitung jumlah liabilitas dan ekuitas INCO pada tahun 2021, pertama-tama temukan nilai 'Jumlah liabilitas' pada tanggal 31 Desember 2021, yaitu 318,367. Kemudian, temukan nilai 'Jumlah ekuitas' pada tanggal 31 Desember 2021, yaitu 2,154,461. Terakhir, jumlahkan kedua nilai tersebut: 318,367 + 2,154,461.","Jumlah liabilitas dan ekuitas INCO pada tahun 2021 adalah 2,472,828.",Full Amount,0.96,arithmetic_reasoning,INCO,2021,math,INCO_2021_FinancialStatement_marker,INCO_2021_FinancialStatement_marker_chk0011
Apakah jumlah aset tidak lancar INCO meningkat atau menurun pada tahun 2021 dibandingkan dengan tahun 2020?,"Untuk menentukan apakah jumlah aset tidak lancar INCO meningkat atau menurun, bandingkan nilai 'Jumlah aset tidak lancar' pada tanggal 31 Desember 2021 dengan nilai pada tanggal 31 Desember 2020. Nilai untuk 2021 adalah 1,636,252 dan untuk 2020 adalah 1,618,686.","Jumlah aset tidak lancar INCO meningkat pada tahun 2021 (1,636,252) dibandingkan dengan tahun 2020 (1,618,686).",Full Amount,0.95,comparative_trend,INCO,2021,math,INCO_2021_FinancialStatement_marker,INCO_2021_FinancialStatement_marker_chk0011
What was INCO's Jumlah laba bruto in 2021?,"To find INCO's Jumlah laba bruto in 2021, locate the row labeled 'Jumlah laba bruto' and extract the value from the first data column, which corresponds to the year 2021.","235,364",Full Amount,0.97,direct_retrieval,INCO,2021,math,INCO_2021_FinancialStatement_marker,INCO_2021_FinancialStatement_marker_chk0013
Calculate the gross profit for INCO in 2021 by subtracting the Beban pokok penjualan dan pendapatan from Penjualan dan pendapatan usaha.,"1. Identify the 'Penjualan dan pendapatan usaha' value for 2021, which is 953,174. 2. Identify the 'Beban pokok penjualan dan pendapatan' value for 2021, which is (717,810). 3. Subtract the 'Beban pokok penjualan dan pendapatan' from 'Penjualan dan pendapatan usaha': 953,174 - 717,810.","235,364",Full Amount,0.96,arithmetic_reasoning,INCO,2021,math,INCO_2021_FinancialStatement_marker,INCO_2021_FinancialStatement_marker_chk0013
Did INCO's Jumlah laba (rugi) dari operasi yang dilanjutkan increase or decrease in 2021 compared to the previous year?,"1. Locate the 'Jumlah laba (rugi) dari operasi yang dilanjutkan' for 2021, which is 165,797. 2. Locate the 'Jumlah laba (rugi) dari operasi yang dilanjutkan' for the previous year (second column), which is 82,819. 3. Compare these two values to determine the trend.","INCO's Jumlah laba (rugi) dari operasi yang dilanjutkan increased in 2021 (165,797) compared to the previous year (82,819).",Full Amount,0.95,comparative_trend,INCO,2021,math,INCO_2021_FinancialStatement_marker,INCO_2021_FinancialStatement_marker_chk0013
Berapakah nilai 'Ekuitas yang dapat diatribusikan kepada entitas induk' pada awal periode untuk INCO di tahun 2021?,"Untuk menjawab pertanyaan ini, cari baris yang bertuliskan 'Posisi ekuitas, awal periode'. Kemudian, temukan kolom 'Ekuitas yang dapat diatribusikan kepada entitas induk'. Nilai yang berada di persimpangan baris dan kolom tersebut adalah jawabannya.","2,020,378",Full Amount,0.97,direct_retrieval,INCO,2021,math,INCO_2021_FinancialStatement_marker,INCO_2021_FinancialStatement_marker_chk0016
"Berapakah total 'Ekuitas' pada akhir periode untuk INCO di tahun 2021, jika dihitung dari penjumlahan 'Ekuitas yang dapat diatribusikan kepada entitas induk' dan 'Kepentingan non-pengendali' pada akhir periode?","Pertama, temukan baris 'Posisi ekuitas, akhir periode'. Kedua, identifikasi nilai di kolom 'Ekuitas yang dapat diatribusikan kepada entitas induk' pada baris tersebut. Ketiga, identifikasi nilai di kolom 'Kepentingan non-pengendali' pada baris yang sama. Keempat, jumlahkan kedua nilai tersebut untuk mendapatkan total 'Ekuitas'.","2,154,451 + 10 = 2,154,461",Full Amount,0.96,arithmetic_reasoning,INCO,2021,math,INCO_2021_FinancialStatement_marker,INCO_2021_FinancialStatement_marker_chk0016
Apakah 'Saldo laba yang belum ditentukan penggunaannya' untuk INCO mengalami peningkatan atau penurunan dari awal periode hingga akhir periode di tahun 2021?,"Untuk menjawab pertanyaan ini, pertama, temukan nilai 'Saldo laba yang belum ditentukan penggunaannya' pada baris 'Posisi ekuitas, awal periode'. Kedua, temukan nilai 'Saldo laba yang belum ditentukan penggunaannya' pada baris 'Posisi ekuitas, akhir periode'. Ketiga, bandingkan kedua nilai tersebut untuk menentukan apakah ada peningkatan atau penurunan.","'Saldo laba yang belum ditentukan penggunaannya' meningkat dari 1,578,922 pada awal periode menjadi 1,712,995 pada akhir periode.",Full Amount,0.95,comparative_trend,INCO,2021,math,INCO_2021_FinancialStatement_marker,INCO_2021_FinancialStatement_marker_chk0016
"Berapakah nilai ""Saldo laba yang belum ditentukan penggunaannya"" untuk INCO pada akhir periode tahun 2021?","Untuk menemukan nilai ""Saldo laba yang belum ditentukan penggunaannya"" pada akhir periode tahun 2021, cari baris yang bertuliskan ""Posisi ekuitas, akhir periode"" dan kolom yang bertuliskan ""Saldo laba yang belum ditentukan penggunaannya"". Nilai yang berpotongan adalah jawabannya.","1,578,922",Full Amount,0.98,direct_retrieval,INCO,2021,math,INCO_2021_FinancialStatement_marker,INCO_2021_FinancialStatement_marker_chk0019
"Berapakah perubahan ""Saldo laba yang belum ditentukan penggunaannya"" dari awal periode hingga akhir periode untuk INCO pada tahun 2021?","1. Temukan nilai ""Saldo laba yang belum ditentukan penggunaannya"" pada baris ""Posisi ekuitas, awal periode"". Ini adalah 1,500,237.
2. Temukan nilai ""Saldo laba yang belum ditentukan penggunaannya"" pada baris ""Posisi ekuitas, akhir periode"". Ini adalah 1,578,922.
3. Hitung selisihnya dengan mengurangkan nilai awal periode dari nilai akhir periode (1,578,922 - 1,500,237).","78,685",Full Amount,0.97,arithmetic_reasoning,INCO,2021,math,INCO_2021_FinancialStatement_marker,INCO_2021_FinancialStatement_marker_chk0019
"Apakah ""Ekuitas"" INCO pada tahun 2021 mengalami peningkatan atau penurunan dari awal periode ke akhir periode?","1. Identifikasi nilai ""Ekuitas"" pada baris ""Posisi ekuitas, awal periode"", yaitu 1,941,693.
2. Identifikasi nilai ""Ekuitas"" pada baris ""Posisi ekuitas, akhir periode"", yaitu 2,020,388.
3. Bandingkan kedua nilai tersebut. Jika nilai akhir periode lebih besar dari nilai awal periode, maka terjadi peningkatan; jika lebih kecil, maka terjadi penurunan.","""Ekuitas"" INCO pada tahun 2021 mengalami peningkatan dari awal periode (1,941,693) ke akhir periode (2,020,388).",Full Amount,0.96,comparative_trend,INCO,2021,math,INCO_2021_FinancialStatement_marker,INCO_2021_FinancialStatement_marker_chk0019
What is the title of the section found on page 39 in INCO's 2021 annual report?,Locate page number 39 in the provided table of contents and identify the corresponding section title.,The title of the section on page 39 in INCO's 2021 annual report is 'Kinerja Keberlanjutan Pengelolaan Sosial'.,N/A,0.98,fact_extraction,INCO,2021,text,INCO-Annual-Report-2021_marker,INCO-Annual-Report-2021_marker_chk0002
